slot	arm	attempt	started_at	finished_at	exit_code	run_dir	response_turns	classification	log
84	none	1	2026-08-07T11:00:41+00:00	2026-08-07T11:01:25+00:00	unknown	runs/aiwf_medium_context/20260807T110041Z_google_gemma-4-31B-it_none_slot084_attempt01_59ac7b94	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot084-none-attempt01.log
85	none	1	2026-08-07T11:01:25+00:00	2026-08-07T11:02:06+00:00	unknown	runs/aiwf_medium_context/20260807T110125Z_google_gemma-4-31B-it_none_slot085_attempt01_f9291070	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot085-none-attempt01.log
86	none	1	2026-08-07T11:02:06+00:00	2026-08-07T11:02:48+00:00	unknown	runs/aiwf_medium_context/20260807T110206Z_google_gemma-4-31B-it_none_slot086_attempt01_80cc8851	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot086-none-attempt01.log
87	none	1	2026-08-07T11:02:48+00:00	2026-08-07T11:03:30+00:00	unknown	runs/aiwf_medium_context/20260807T110248Z_google_gemma-4-31B-it_none_slot087_attempt01_4eee3985	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot087-none-attempt01.log
88	none	1	2026-08-07T11:03:30+00:00	2026-08-07T11:04:12+00:00	unknown	runs/aiwf_medium_context/20260807T110330Z_google_gemma-4-31B-it_none_slot088_attempt01_4a2b0de5	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot088-none-attempt01.log
89	none	1	2026-08-07T11:04:12+00:00	2026-08-07T11:04:53+00:00	unknown	runs/aiwf_medium_context/20260807T110412Z_google_gemma-4-31B-it_none_slot089_attempt01_00e2d746	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot089-none-attempt01.log
90	none	1	2026-08-07T11:04:54+00:00	2026-08-07T11:05:38+00:00	unknown	runs/aiwf_medium_context/20260807T110454Z_google_gemma-4-31B-it_none_slot090_attempt01_3a2832b3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot090-none-attempt01.log
91	none	1	2026-08-07T11:05:38+00:00	2026-08-07T11:06:21+00:00	unknown	runs/aiwf_medium_context/20260807T110538Z_google_gemma-4-31B-it_none_slot091_attempt01_970fd958	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot091-none-attempt01.log
92	none	1	2026-08-07T11:06:21+00:00	2026-08-07T11:07:04+00:00	unknown	runs/aiwf_medium_context/20260807T110621Z_google_gemma-4-31B-it_none_slot092_attempt01_33539d45	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot092-none-attempt01.log
93	none	1	2026-08-07T11:07:04+00:00	2026-08-07T11:07:46+00:00	unknown	runs/aiwf_medium_context/20260807T110704Z_google_gemma-4-31B-it_none_slot093_attempt01_a659b248	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot093-none-attempt01.log
94	none	1	2026-08-07T11:07:46+00:00	2026-08-07T11:08:32+00:00	unknown	runs/aiwf_medium_context/20260807T110746Z_google_gemma-4-31B-it_none_slot094_attempt01_f40b710f	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot094-none-attempt01.log
95	none	1	2026-08-07T11:08:32+00:00	2026-08-07T11:09:17+00:00	unknown	runs/aiwf_medium_context/20260807T110832Z_google_gemma-4-31B-it_none_slot095_attempt01_7987b6f8	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot095-none-attempt01.log
96	none	1	2026-08-07T11:09:17+00:00	2026-08-07T11:10:03+00:00	unknown	runs/aiwf_medium_context/20260807T110917Z_google_gemma-4-31B-it_none_slot096_attempt01_44a5df53	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot096-none-attempt01.log
97	none	1	2026-08-07T11:10:03+00:00	2026-08-07T11:10:44+00:00	unknown	runs/aiwf_medium_context/20260807T111003Z_google_gemma-4-31B-it_none_slot097_attempt01_9ec06844	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot097-none-attempt01.log
98	none	1	2026-08-07T11:10:45+00:00	2026-08-07T11:11:27+00:00	unknown	runs/aiwf_medium_context/20260807T111045Z_google_gemma-4-31B-it_none_slot098_attempt01_07dd25ce	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot098-none-attempt01.log
99	none	1	2026-08-07T11:11:27+00:00	2026-08-07T11:12:09+00:00	unknown	runs/aiwf_medium_context/20260807T111127Z_google_gemma-4-31B-it_none_slot099_attempt01_d22ab7f8	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot099-none-attempt01.log
100	none	1	2026-08-07T11:12:09+00:00	2026-08-07T11:12:56+00:00	unknown	runs/aiwf_medium_context/20260807T111209Z_google_gemma-4-31B-it_none_slot100_attempt01_91767618	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot100-none-attempt01.log
101	none	1	2026-08-07T11:12:56+00:00	2026-08-07T11:13:41+00:00	unknown	runs/aiwf_medium_context/20260807T111256Z_google_gemma-4-31B-it_none_slot101_attempt01_5322f3a4	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot101-none-attempt01.log
102	none	1	2026-08-07T11:13:41+00:00	2026-08-07T11:14:22+00:00	unknown	runs/aiwf_medium_context/20260807T111341Z_google_gemma-4-31B-it_none_slot102_attempt01_f53d5abc	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot102-none-attempt01.log
103	none	1	2026-08-07T11:14:22+00:00	2026-08-07T11:15:05+00:00	unknown	runs/aiwf_medium_context/20260807T111422Z_google_gemma-4-31B-it_none_slot103_attempt01_72c8e23a	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot103-none-attempt01.log
104	none	1	2026-08-07T11:15:05+00:00	2026-08-07T11:15:48+00:00	unknown	runs/aiwf_medium_context/20260807T111505Z_google_gemma-4-31B-it_none_slot104_attempt01_6b28200e	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot104-none-attempt01.log
105	none	1	2026-08-07T11:15:48+00:00	2026-08-07T11:16:27+00:00	unknown	runs/aiwf_medium_context/20260807T111548Z_google_gemma-4-31B-it_none_slot105_attempt01_7dd3779f	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot105-none-attempt01.log
106	none	1	2026-08-07T11:16:27+00:00	2026-08-07T11:17:09+00:00	unknown	runs/aiwf_medium_context/20260807T111627Z_google_gemma-4-31B-it_none_slot106_attempt01_20e34ea8	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot106-none-attempt01.log
107	none	1	2026-08-07T11:17:09+00:00	2026-08-07T11:17:55+00:00	unknown	runs/aiwf_medium_context/20260807T111709Z_google_gemma-4-31B-it_none_slot107_attempt01_8a09cf12	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot107-none-attempt01.log
108	none	1	2026-08-07T11:17:55+00:00	2026-08-07T11:18:38+00:00	unknown	runs/aiwf_medium_context/20260807T111755Z_google_gemma-4-31B-it_none_slot108_attempt01_ddc1191d	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot108-none-attempt01.log
109	none	1	2026-08-07T11:18:38+00:00	2026-08-07T11:19:20+00:00	unknown	runs/aiwf_medium_context/20260807T111838Z_google_gemma-4-31B-it_none_slot109_attempt01_824f7f00	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot109-none-attempt01.log
110	none	1	2026-08-07T11:19:20+00:00	2026-08-07T11:20:01+00:00	unknown	runs/aiwf_medium_context/20260807T111920Z_google_gemma-4-31B-it_none_slot110_attempt01_a1c75b80	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot110-none-attempt01.log
111	none	1	2026-08-07T11:20:01+00:00	2026-08-07T11:20:48+00:00	unknown	runs/aiwf_medium_context/20260807T112001Z_google_gemma-4-31B-it_none_slot111_attempt01_65ce2272	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot111-none-attempt01.log
112	none	1	2026-08-07T11:20:48+00:00	2026-08-07T11:21:28+00:00	unknown	runs/aiwf_medium_context/20260807T112048Z_google_gemma-4-31B-it_none_slot112_attempt01_e43f99b3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot112-none-attempt01.log
113	none	1	2026-08-07T11:21:28+00:00	2026-08-07T11:22:12+00:00	unknown	runs/aiwf_medium_context/20260807T112128Z_google_gemma-4-31B-it_none_slot113_attempt01_c3fb7549	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot113-none-attempt01.log
114	none	1	2026-08-07T11:22:13+00:00	2026-08-07T11:22:58+00:00	unknown	runs/aiwf_medium_context/20260807T112213Z_google_gemma-4-31B-it_none_slot114_attempt01_5fdd0770	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot114-none-attempt01.log
115	none	1	2026-08-07T11:22:59+00:00	2026-08-07T11:23:47+00:00	unknown	runs/aiwf_medium_context/20260807T112259Z_google_gemma-4-31B-it_none_slot115_attempt01_1d8d5aa3	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot115-none-attempt01.log
116	none	1	2026-08-07T11:23:47+00:00	2026-08-07T11:24:31+00:00	unknown	runs/aiwf_medium_context/20260807T112347Z_google_gemma-4-31B-it_none_slot116_attempt01_2f84d463	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot116-none-attempt01.log
117	none	1	2026-08-07T11:24:31+00:00	2026-08-07T11:25:17+00:00	unknown	runs/aiwf_medium_context/20260807T112431Z_google_gemma-4-31B-it_none_slot117_attempt01_66ee3a2c	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot117-none-attempt01.log
118	none	1	2026-08-07T11:25:17+00:00	2026-08-07T11:26:02+00:00	unknown	runs/aiwf_medium_context/20260807T112517Z_google_gemma-4-31B-it_none_slot118_attempt01_9693b782	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot118-none-attempt01.log
119	none	1	2026-08-07T11:26:02+00:00	2026-08-07T11:26:46+00:00	unknown	runs/aiwf_medium_context/20260807T112602Z_google_gemma-4-31B-it_none_slot119_attempt01_b4c3fb34	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot119-none-attempt01.log
120	none	1	2026-08-07T11:26:46+00:00	2026-08-07T11:27:31+00:00	unknown	runs/aiwf_medium_context/20260807T112646Z_google_gemma-4-31B-it_none_slot120_attempt01_f5bba901	30	complete_30	ops/local-gemma4-31b-nvfp4-sglang/aiewf-medium-fp8kv-n120-extension-20260807/logs/slot120-none-attempt01.log
