slot	arm	attempt	started_at	finished_at	exit_code	run_dir	response_turns	classification	log
45	none	1	2026-08-07T10:37:49+00:00	2026-08-07T10:38:24+00:00	unknown	runs/aiwf_medium_context/20260807T103749Z_google_gemma-4-31B-it_none_slot045_attempt01_7cd85dcd	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot045-none-attempt01.log
46	none	1	2026-08-07T10:38:24+00:00	2026-08-07T10:39:02+00:00	unknown	runs/aiwf_medium_context/20260807T103824Z_google_gemma-4-31B-it_none_slot046_attempt01_b0f77984	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot046-none-attempt01.log
47	none	1	2026-08-07T10:39:02+00:00	2026-08-07T10:40:13+00:00	unknown	runs/aiwf_medium_context/20260807T103902Z_google_gemma-4-31B-it_none_slot047_attempt01_01318ad0	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot047-none-attempt01.log
48	none	1	2026-08-07T10:40:13+00:00	2026-08-07T10:40:55+00:00	unknown	runs/aiwf_medium_context/20260807T104013Z_google_gemma-4-31B-it_none_slot048_attempt01_c34183ea	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot048-none-attempt01.log
49	none	1	2026-08-07T10:40:55+00:00	2026-08-07T10:41:33+00:00	unknown	runs/aiwf_medium_context/20260807T104055Z_google_gemma-4-31B-it_none_slot049_attempt01_42a8fc58	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot049-none-attempt01.log
50	none	1	2026-08-07T10:41:33+00:00	2026-08-07T10:42:26+00:00	unknown	runs/aiwf_medium_context/20260807T104133Z_google_gemma-4-31B-it_none_slot050_attempt01_3c09c671	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot050-none-attempt01.log
51	none	1	2026-08-07T10:42:26+00:00	2026-08-07T10:43:03+00:00	unknown	runs/aiwf_medium_context/20260807T104226Z_google_gemma-4-31B-it_none_slot051_attempt01_7a01d6ff	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot051-none-attempt01.log
52	none	1	2026-08-07T10:43:03+00:00	2026-08-07T10:43:41+00:00	unknown	runs/aiwf_medium_context/20260807T104303Z_google_gemma-4-31B-it_none_slot052_attempt01_0bf48273	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot052-none-attempt01.log
53	none	1	2026-08-07T10:43:42+00:00	2026-08-07T10:44:28+00:00	unknown	runs/aiwf_medium_context/20260807T104342Z_google_gemma-4-31B-it_none_slot053_attempt01_e631adf5	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot053-none-attempt01.log
54	none	1	2026-08-07T10:44:28+00:00	2026-08-07T10:45:17+00:00	unknown	runs/aiwf_medium_context/20260807T104428Z_google_gemma-4-31B-it_none_slot054_attempt01_4e65ee87	30	complete_30	ops/baseten-gemma4-31b-sglang/aiewf-medium-mtp-n120-extension-20260807/logs/slot054-none-attempt01.log
